,bvh_path,c3d_path,motion_npy_path,marker_npy_path,subject,activity,file_stem,frame_rate,avg_bone
83,dataset/all_bvh/subjects/83/83_40.bvh,dataset/clean_c3d/subjects/83/83_40.c3d,dataset/bvh_npy/subjects/83/83_40.npy,dataset/c3d_npy/subjects/83/83_40.npy,83,40,83_40,120.0,2.6297754671654983
84,dataset/all_bvh/subjects/83/83_59.bvh,dataset/clean_c3d/subjects/83/83_59.c3d,dataset/bvh_npy/subjects/83/83_59.npy,dataset/c3d_npy/subjects/83/83_59.npy,83,59,83_59,120.0,2.6297754671654983
85,dataset/all_bvh/subjects/83/83_50.bvh,dataset/clean_c3d/subjects/83/83_50.c3d,dataset/bvh_npy/subjects/83/83_50.npy,dataset/c3d_npy/subjects/83/83_50.npy,83,50,83_50,120.0,2.6297754671654983
86,dataset/all_bvh/subjects/83/83_52.bvh,dataset/clean_c3d/subjects/83/83_52.c3d,dataset/bvh_npy/subjects/83/83_52.npy,dataset/c3d_npy/subjects/83/83_52.npy,83,52,83_52,120.0,2.6297754671654983
87,dataset/all_bvh/subjects/83/83_19.bvh,dataset/clean_c3d/subjects/83/83_19.c3d,dataset/bvh_npy/subjects/83/83_19.npy,dataset/c3d_npy/subjects/83/83_19.npy,83,19,83_19,120.0,2.6297754671654983
88,dataset/all_bvh/subjects/83/83_35.bvh,dataset/clean_c3d/subjects/83/83_35.c3d,dataset/bvh_npy/subjects/83/83_35.npy,dataset/c3d_npy/subjects/83/83_35.npy,83,35,83_35,120.0,2.6297754671654983
89,dataset/all_bvh/subjects/83/83_12.bvh,dataset/clean_c3d/subjects/83/83_12.c3d,dataset/bvh_npy/subjects/83/83_12.npy,dataset/c3d_npy/subjects/83/83_12.npy,83,12,83_12,120.0,2.6297754671654983
90,dataset/all_bvh/subjects/83/83_64.bvh,dataset/clean_c3d/subjects/83/83_64.c3d,dataset/bvh_npy/subjects/83/83_64.npy,dataset/c3d_npy/subjects/83/83_64.npy,83,64,83_64,120.0,2.6297754671654983
91,dataset/all_bvh/subjects/83/83_66.bvh,dataset/clean_c3d/subjects/83/83_66.c3d,dataset/bvh_npy/subjects/83/83_66.npy,dataset/c3d_npy/subjects/83/83_66.npy,83,66,83_66,120.0,2.6297754671654983
92,dataset/all_bvh/subjects/83/83_13.bvh,dataset/clean_c3d/subjects/83/83_13.c3d,dataset/bvh_npy/subjects/83/83_13.npy,dataset/c3d_npy/subjects/83/83_13.npy,83,13,83_13,120.0,2.6297754671654983
93,dataset/all_bvh/subjects/83/83_56.bvh,dataset/clean_c3d/subjects/83/83_56.c3d,dataset/bvh_npy/subjects/83/83_56.npy,dataset/c3d_npy/subjects/83/83_56.npy,83,56,83_56,120.0,2.6297754671654983
94,dataset/all_bvh/subjects/83/83_29.bvh,dataset/clean_c3d/subjects/83/83_29.c3d,dataset/bvh_npy/subjects/83/83_29.npy,dataset/c3d_npy/subjects/83/83_29.npy,83,29,83_29,120.0,2.6297754671654983
95,dataset/all_bvh/subjects/83/83_62.bvh,dataset/clean_c3d/subjects/83/83_62.c3d,dataset/bvh_npy/subjects/83/83_62.npy,dataset/c3d_npy/subjects/83/83_62.npy,83,62,83_62,120.0,2.6297754671654983
96,dataset/all_bvh/subjects/83/83_54.bvh,dataset/clean_c3d/subjects/83/83_54.c3d,dataset/bvh_npy/subjects/83/83_54.npy,dataset/c3d_npy/subjects/83/83_54.npy,83,54,83_54,120.0,2.6297754671654983
97,dataset/all_bvh/subjects/83/83_58.bvh,dataset/clean_c3d/subjects/83/83_58.c3d,dataset/bvh_npy/subjects/83/83_58.npy,dataset/c3d_npy/subjects/83/83_58.npy,83,58,83_58,120.0,2.6297754671654983
98,dataset/all_bvh/subjects/83/83_23.bvh,dataset/clean_c3d/subjects/83/83_23.c3d,dataset/bvh_npy/subjects/83/83_23.npy,dataset/c3d_npy/subjects/83/83_23.npy,83,23,83_23,120.0,2.6297754671654983
99,dataset/all_bvh/subjects/83/83_38.bvh,dataset/clean_c3d/subjects/83/83_38.c3d,dataset/bvh_npy/subjects/83/83_38.npy,dataset/c3d_npy/subjects/83/83_38.npy,83,38,83_38,120.0,2.6297754671654983
100,dataset/all_bvh/subjects/83/83_25.bvh,dataset/clean_c3d/subjects/83/83_25.c3d,dataset/bvh_npy/subjects/83/83_25.npy,dataset/c3d_npy/subjects/83/83_25.npy,83,25,83_25,120.0,2.6297754671654983
101,dataset/all_bvh/subjects/83/83_01.bvh,dataset/clean_c3d/subjects/83/83_01.c3d,dataset/bvh_npy/subjects/83/83_01.npy,dataset/c3d_npy/subjects/83/83_01.npy,83,01,83_01,120.0,2.6297754671654983
102,dataset/all_bvh/subjects/83/83_43.bvh,dataset/clean_c3d/subjects/83/83_43.c3d,dataset/bvh_npy/subjects/83/83_43.npy,dataset/c3d_npy/subjects/83/83_43.npy,83,43,83_43,120.0,2.6297754671654983
103,dataset/all_bvh/subjects/83/83_07.bvh,dataset/clean_c3d/subjects/83/83_07.c3d,dataset/bvh_npy/subjects/83/83_07.npy,dataset/c3d_npy/subjects/83/83_07.npy,83,07,83_07,120.0,2.6297754671654983
104,dataset/all_bvh/subjects/83/83_47.bvh,dataset/clean_c3d/subjects/83/83_47.c3d,dataset/bvh_npy/subjects/83/83_47.npy,dataset/c3d_npy/subjects/83/83_47.npy,83,47,83_47,120.0,2.6297754671654983
105,dataset/all_bvh/subjects/83/83_06.bvh,dataset/clean_c3d/subjects/83/83_06.c3d,dataset/bvh_npy/subjects/83/83_06.npy,dataset/c3d_npy/subjects/83/83_06.npy,83,06,83_06,120.0,2.6297754671654983
106,dataset/all_bvh/subjects/83/83_04.bvh,dataset/clean_c3d/subjects/83/83_04.c3d,dataset/bvh_npy/subjects/83/83_04.npy,dataset/c3d_npy/subjects/83/83_04.npy,83,04,83_04,120.0,2.6297754671654983
107,dataset/all_bvh/subjects/83/83_22.bvh,dataset/clean_c3d/subjects/83/83_22.c3d,dataset/bvh_npy/subjects/83/83_22.npy,dataset/c3d_npy/subjects/83/83_22.npy,83,22,83_22,120.0,2.6297754671654983
108,dataset/all_bvh/subjects/83/83_03.bvh,dataset/clean_c3d/subjects/83/83_03.c3d,dataset/bvh_npy/subjects/83/83_03.npy,dataset/c3d_npy/subjects/83/83_03.npy,83,03,83_03,120.0,2.6297754671654983
109,dataset/all_bvh/subjects/83/83_67.bvh,dataset/clean_c3d/subjects/83/83_67.c3d,dataset/bvh_npy/subjects/83/83_67.npy,dataset/c3d_npy/subjects/83/83_67.npy,83,67,83_67,120.0,2.6297754671654983
110,dataset/all_bvh/subjects/83/83_46.bvh,dataset/clean_c3d/subjects/83/83_46.c3d,dataset/bvh_npy/subjects/83/83_46.npy,dataset/c3d_npy/subjects/83/83_46.npy,83,46,83_46,120.0,2.6297754671654983
111,dataset/all_bvh/subjects/25/25_01.bvh,dataset/clean_c3d/subjects/25/25_01.c3d,dataset/bvh_npy/subjects/25/25_01.npy,dataset/c3d_npy/subjects/25/25_01.npy,25,01,25_01,120.0,2.788920007732654
112,dataset/all_bvh/subjects/15/15_07.bvh,dataset/clean_c3d/subjects/15/15_07.c3d,dataset/bvh_npy/subjects/15/15_07.npy,dataset/c3d_npy/subjects/15/15_07.npy,15,07,15_07,120.0,2.9328106517494374
113,dataset/all_bvh/subjects/15/15_10.bvh,dataset/clean_c3d/subjects/15/15_10.c3d,dataset/bvh_npy/subjects/15/15_10.npy,dataset/c3d_npy/subjects/15/15_10.npy,15,10,15_10,120.0,2.9328106517494374
114,dataset/all_bvh/subjects/15/15_04.bvh,dataset/clean_c3d/subjects/15/15_04.c3d,dataset/bvh_npy/subjects/15/15_04.npy,dataset/c3d_npy/subjects/15/15_04.npy,15,04,15_04,120.0,2.9328106517494374
115,dataset/all_bvh/subjects/15/15_14.bvh,dataset/clean_c3d/subjects/15/15_14.c3d,dataset/bvh_npy/subjects/15/15_14.npy,dataset/c3d_npy/subjects/15/15_14.npy,15,14,15_14,120.0,2.9328106517494374
